reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
e275ab2a-2e06-43af-ad86-4c9e66335a9d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,thanku sugar products is best👍,5,0,3.0.122,2024-06-21 05:31:33,Hey Ruchi! We are elated to know that and thank you for all your love and support. Stay tuned and we will give you all the reasons to fall for us more. Anxious to serve you soon! :),2024-06-21 13:41:16,3.0.122
44b177dc-2746-4bb1-933e-77b1cf4bee8e,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,First time I was purchased gransberries matte lipstick from sugar app it's cost 749 after apply this shade it will removed like a dosts on lips just 5 to 10 minutes I am very disappointed cost is very high but the product was not good pls don't purchased here. NYKAA LAKME MAMA EARTH products is much better than SUGAR,1,0,3.0.118,2024-06-19 17:16:50,"Hi Sharon, we sincerely apologize for any inconvenience caused. We want to assure you that we are committed to providing the highest quality products and never compromise on that. Please contact us at hello@sugarcosmetics.com or call us at 18002099933 with your purchase details, and we will provide the best assistance possible.",2024-06-20 05:05:39,3.0.118
162f2108-43b7-4c8c-abc8-f147850999e8,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Good Products,4,0,3.0.122,2024-06-19 15:38:58,Hey! Glad to know that you loved our products. We always strive hard to keep you thrilled & it will surely excite us more if you can update your star rating to 5 stars. Can't wait to serve you soon! :),2024-06-20 04:57:48,3.0.122
a0ffabd8-d472-42e9-9c67-06f44f13f034,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good,5,0,3.0.117,2024-06-19 04:30:28,"Hey Faya! This is music to our ears. We're glad we could exceed your expectations, thanks for the support. We'll ensure to keep you thrilled the same way.",2024-06-19 05:19:21,3.0.117
8125ab2f-47cf-4124-b35c-3dce8001cc62,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good product,5,0,3.0.122,2024-06-18 15:54:27,Hey! Thank you for your continued love and support for us. We will ensure that we keep delighting you with our products and services. Keep Shopping!,2024-06-19 05:19:37,3.0.122
3e7a311f-a6f8-4a52-811f-bdf9ec285779,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"E SS e ee Ze,efERTrzrse a rtrf seetAa ui na sir ne na yaar",1,0,,2024-06-18 11:31:58,"Hi Manoj! We apologize for any inconvenience you may have experienced. If your rating was shared unintentionally, we request that you consider updating it to 5 stars, as your feedback serves as a source of motivation for us. If you have any concerns, please reach us at hello@sugarcosmetics.com or call us at 18002099933 and we will be happy to help.",2024-06-19 05:24:31,
38b9b581-042b-4622-9d65-746281e9a7f1,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ččččçč,4,0,3.0.118,2024-06-18 03:35:52,"Hey Sujata! Thank you for sharing the perfect rating. For any concerns, you can reach us at hello@sugarcosmetics.com or call us at 18002099933 and we will be happy to help. Have a nice day ahead!",2024-06-19 07:07:28,3.0.118
0838109b-0e33-4aba-833e-15231d6b6a31,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good,5,0,3.0.118,2024-06-17 12:06:10,Hey Rupali! Thank you for your continued love and support for us. We will ensure that we keep delighting you with our products and services. Keep Shopping!,2024-06-18 04:47:18,3.0.118
f97fae2b-e1cd-4630-9ae6-c8b20aa894b6,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bast product ever,5,0,3.0.118,2024-06-17 06:31:48,Hey Smrutilata! It was a delight to go through your comment. Glad to know that you love our app/products. It's always a pleasure to live up to our user's experience. Keep Shopping! :),2024-06-18 04:47:29,3.0.118
78fc2973-e2d8-4ca9-aaa6-84902a8ffc7f,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good,5,0,3.0.118,2024-06-17 03:06:30,Hey Niti! Thank you for taking the time to share your amazing feedback and for giving us a perfect rating. It will certainly encourage us to walk the extra mile to keep you thrilled always. Stay tuned for many more amazing experiences!,2024-06-17 06:00:19,3.0.118
