reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
1709ea6b-0f2a-4bc5-941d-568165929a94,Tasneem Hussain,https://play-lh.googleusercontent.com/a-/ALV-UjUbtLBHfoqnQjPYwT0Z1UeJAP7wCMCLv9cO87cv2eWK7AiBXCZVzw,Great,4,0,1.0.73,2024-06-22 16:28:55,,,1.0.73
97679f97-971e-4c49-8b7a-c1179fba6ce0,NOBEL ARYA,https://play-lh.googleusercontent.com/a-/ALV-UjX2jS8oPfayA-a8kUtOzvbN5Rz82VDGGoS1xkypaEuaFIxy-V4,Exceptional,5,0,1.0.73,2024-06-22 12:44:10,,,1.0.73
c340c2ba-dbed-42cb-b821-113550da6d1b,Chandanamr Radhakrishnan,https://play-lh.googleusercontent.com/a/ACg8ocLiRi9IS1cbmBf-Lz3ox2RwUf_X9pGW5-U9J2xxeNau7DAraQ=mo,Good,5,0,1.0.73,2024-06-22 07:44:39,,,1.0.73
fefbe5db-8746-4ff0-ae0b-3e4751b4d106,Rachel Imchen,https://play-lh.googleusercontent.com/a/ACg8ocLY3TVbYoOFHEpqu1khe3czrlw0Rl_An-3jQ3jH8CVsI4UsSw=mo,Excellent 👌,5,0,1.0.73,2024-06-22 06:44:42,,,1.0.73
b80befff-c148-4d05-bf02-b150f5f775f1,Sugandha Muduli,https://play-lh.googleusercontent.com/a-/ALV-UjXLdAbTLSN01453fbkMKyJwRJerqDFYTjCB9rbAGobYQ6Gf0DsgwQ,"Not able to purchase. Do din hai ""high traffic, try in a bit"" hi likh raha hai",1,0,1.0.73,2024-06-21 06:20:46,,,1.0.73
8e9223cd-70a0-4046-8f66-1dca97276bbb,Armaan Singh,https://play-lh.googleusercontent.com/a/ACg8ocIKbtEqp6yIvBWPLG9bwSKPOgF-ibucO8frGb1m7iwXi61eoA=mo,. M AAA membership fn,1,0,1.0.72,2024-06-19 15:33:18,,,1.0.72
c213c977-b1e8-4503-aae5-f7232e68761c,JYOTI PAREYANI,https://play-lh.googleusercontent.com/a/ACg8ocK-Av5f91lAA8IkRRJMMYCW7tmkdzRwbtY9XpG2VxiCJ2qxFA=mo,Product's are very nice,5,0,1.0.73,2024-06-19 10:27:54,,,1.0.73
771c3a43-082f-4fa8-80ea-c9140bab92b1,Leerem wanglee,https://play-lh.googleusercontent.com/a/ACg8ocIKtanEaMM7leqAyEgqNxeFhAHqxalttFakceLzW51T1_qjnQ=mo,After using ur product I got pimples all over my face so disgust good for nothing don't purchase anything from here,1,0,,2024-06-19 05:09:58,,,
690de540-94e5-40f2-98d3-477cbc35194d,gunjan singhal,https://play-lh.googleusercontent.com/a-/ALV-UjUVs9hcz-9GxS7SB4J6Jcv769Vgs4Fg2avLgt456MDTaRRXPOI,Thankyou,5,0,1.0.73,2024-06-19 02:02:12,,,1.0.73
7830836f-6652-4181-8831-ef2dc589860a,bindu damodaran,https://play-lh.googleusercontent.com/a/ACg8ocIVKpp5qa1iuYqAR4Rwj5g1xbNjj6mPu-4wlwmVtQd4eziedA=mo,I got a gpay offer of a lip crayon for just 99 worth 699 in real. N i tried to order it by paid in advance and the amount to bedebited was showed as 700!!!!!! Like seriously!!! Then i tried to order it as cash on delivery and the delivery charge was 75/- extra. Also another 1/- for their free face wash. What a Scam!!!!!,1,2,1.0.73,2024-06-18 14:48:49,,,1.0.73
