reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
9317f79e-1ad7-406b-9303-defdf5e86140,Sasi S,https://play-lh.googleusercontent.com/a-/ALV-UjWt4OjyOSiRrqAYZ3XN5_YfIK19k-fF3R9s1_rPZIVrq3zE6B4,Hi Malayalam technique,5,0,,2024-06-23 09:44:08,,,
8175b90a-9143-4f9c-b735-a0dea894e213,fiza Diwan,https://play-lh.googleusercontent.com/a-/ALV-UjUyHykltnIhtd8pDYYWvkNzwAhLcPXDBZC2zZWoQYMBBGjOtL0Zqg,perfect product for our skin,5,0,2.2042,2024-06-23 07:31:25,,,2.2042
c4e82321-a478-4b47-855b-a85423a578f6,alka mukherjee,https://play-lh.googleusercontent.com/a-/ALV-UjWdlYVp79YJe-IHnFkbNuouF51_6MsPt_ncPoito6p2YxENYXXIKA,good app,5,0,2.2169,2024-06-23 07:22:05,,,2.2169
dce7406c-4ec0-46a8-a1c2-109e5663d06e,Noureen Khan,https://play-lh.googleusercontent.com/a/ACg8ocJfkVoVq1z6ZKlzX25BMBeWn0f9S1-xp5ADNiekzloujXzg=mo,excellent product,5,0,2.2169,2024-06-23 06:15:57,,,2.2169
186a7356-c886-4434-92d5-cb9fc561713c,Md Aabid Akhtar,https://play-lh.googleusercontent.com/a-/ALV-UjUPqkIl5sWwVGql-xtMPlpYYNAuW6ITWqUvxciwKGjOedi4bcCd,good,3,0,2.2169,2024-06-22 16:43:05,,,2.2169
0055e4e4-5ed0-4bf6-9831-1a7ef5102819,Minakshi kumari,https://play-lh.googleusercontent.com/a/ACg8ocL-Wpn8ydmKO2QrlfsQJCNW5EKQj4o2KKvG3WQ04NqrVobwTw=mo,good,4,0,2.2042,2024-06-22 12:30:41,,,2.2042
b41b1bcc-ebb1-4533-9479-2ab460c9de6a,Komal Mhaske,https://play-lh.googleusercontent.com/a/ACg8ocIgpWl8I8DQt1BvSVc7CG9P-0uPqBosCuRpA_LlEenpO51-1w=mo,Do not order for them i have order 3 products for there app on 8 June and still I haven't received my order and it's a paid order and on I have been mailing them on there about this and there are not replying or giving me any update on im gonna file a complaint against them,1,0,2.2169,2024-06-22 09:55:07,,,2.2169
148247b1-372d-4732-b32f-c7ccb43c820d,Shivram Meena,https://play-lh.googleusercontent.com/a/ACg8ocJsz7b-_yFqsZgZa1aOjQc12qgx-42a_Z1zUT5CvK3AC7AySA=mo,Mukesh..ambani,5,0,,2024-06-22 01:35:57,,,
0da638f3-8509-4cc2-a46b-1c1e846fe975,ANANDITA BANERJEE,https://play-lh.googleusercontent.com/a-/ALV-UjWchguxXpAHhWMOohkv6duyZ_XlYnRwyzzT9Y7E9tjZGdrsrsA,good product,5,0,2.2169,2024-06-21 15:57:14,,,2.2169
27635af9-089d-4297-a6b1-de353581d449,Dabhi Shankar,https://play-lh.googleusercontent.com/a-/ALV-UjV-U2k4RwTyBkZLXrfkzdH4sF_7h6oRZiXj91P2GPC50IB-BHVB,good,5,0,2.2169,2024-06-21 15:55:53,,,2.2169
